pdbid	uniprot_id_for_pdbid
5gty	P00533
5h09	P08631
5h0b	P08631
5h0h	P08631
5h15	O75530,Q15910
5h17	O75530,Q15910
5h19	O75530,Q15910
5h21	O60885
5h2u	Q13882
5h3q	P04629
5h4j	P33316
5h85	Q92793
5h8b	P68400
5h8e	P68400
5h8g	P68400
5h9p	P17931
5h9q	P47929
5h9r	P17931
5h9s	P47929
5hbe	P24863,P49336
5hbh	P24863,P49336
5hbj	P24863,P49336
5hcv	P08235
5hd0	P56817
5hdu	P56817
5hdv	P56817
5hdx	P56817
5hdz	P56817
5he1	P25098,P59768,P62873
5he2	P21146,P59768,P62873
5he4	P56817
5he5	P56817
5he7	P56817
5hes	Q9NYL2
5hex	P52789
5hfu	P52789
5hg1	P52789
5hg5	P00533
5hg7	P00533
5hg8	P00533
5hg9	P00533
5hk2	Q99720
5hkm	O15530
5hls	O60885
5hlw	P08581
5hmh	Q00987
5hmi	Q00987
5hmk	Q00987
5hng	O15530
5ho7	O15530
5ho8	O15530
5hoa	P08581
5hrw	Q86U86
5htz	P56817
5hu1	P56817
5hu9	P00519
5hvs	P14174
5hvu	Q13464
5hvy	P24863,P49336
5hx6	Q13546
5hz5	Q01469
5hz6	P15090
5hz8	P15090
5hz9	P05413
5hzn	P08069
5i0b	O96013
5i0l	P39900
5i12	P14780
5i29	P21675
5i2e	P49773
5i2f	P49773
5i2r	Q9Y233
5i2z	P39900
5i3m	P39900
5i3w	P56817
5i3x	P56817
5i3y	P56817
5i40	Q9H8M2
5i43	P39900
5i4v	P28702,P55055
5i5x	O15382
5i5z	P24863,P49336
5i7u	P27487
5i7x	Q9H8M2
5i7y	Q9H8M2
5i80	O60885
5i83	Q92793
5i86	Q92793
5i88	O60885
5i89	Q92793
5i8b	Q92793
5i8g	Q92793
5i8p	Q13093
5i94	O94925
5i9x	P29317
5i9y	P29317
5ia0	P29317
5ia2	P29317
5ia3	P29317
5ia4	P29317
5icp	P24863,P49336
5idn	P24863,P49336
5idp	P24863,P49336
5ie1	P56817
5iez	Q07820
5if4	Q07820
5igk	O60885
5ih8	Q14680
5ih9	Q14680
5iha	Q14680
5ihc	Q14680
5ihh	P02766
5ii2	Q86U86
5iis	P11309
5ij7	O75530,Q15022,Q15910
5ikb	Q01812
5ime	Q13153
5ipc	P49773
5ipj	P11309
5isl	P29375
5ism	P27487
5itd	P27986,P42336
5iu2	P41279
5iu4	P29274
5iu7	P29274
5iu8	P29274
5iua	P29274
5iub	P29274
5iug	Q9UM73
5iuh	Q9UM73
5ivc	P29375
5ive	P29375
5ivj	P29375
5iw0	P29375
5iwg	Q92769
5ix0	Q92769
5izq	P15328
5j1v	P49759
5j1w	P49759
5j20	P07900
5j27	P07900
5j3s	O95551
5j41	P09211
5j64	P07900
5j6a	Q15119
5j6d	P17752
5j6l	P07900
5j6m	P07900
5j6n	P07900
5j79	O43353
5j7b	O43353
5j7f	Q00987
5j7g	Q00987
5j7q	P14174
5j7s	O43318,Q15750
5j8u	P07900
5j8z	P00918
5j9l	O43318,Q15750
5j9y	P00533
5j9z	P00533
5jal	Q13093
5jan	Q13093
5jao	Q13093
5jap	Q13093
5jar	Q13093
5jas	Q13093
5jat	Q13093
5jau	Q13093
5jfr	P50579
5jga	O43318,Q15750
5jgb	O43318,Q15750
5jgd	O43318,Q15750
5jh6	O43318,Q15750
5jhb	P48736
5ji6	P50579
5jk3	O43318,Q15750
5jog	Q92905
5jq5	P24941
5jq7	Q05320
5jrq	P15056
5jrs	Q06187
5js3	P00800
5jss	P00800
5juz	P14324
5jv0	P14324
5jv1	P14324
5jvi	P00800
5jxn	P00800
5jy3	P55055
5jyo	O94925
5jyp	O94925
5jzn	O15075
5k00	Q14680
5k0h	P00742
5k0i	O14684
5k0m	O75530
5k1v	Q6P179
5k4l	P29375
5k5e	P06276
5k5n	P49841
5k76	Q9NWZ3
5ka9	P18031
5kbq	Q13153
5kbr	Q13153
5kby	P27487
5kcv	P31749
5kcx	P11309
5kh7	Q9UBN7
5khk	O88703
5khm	O60885
5khx	P23458
5kj0	O60885
5kks	Q13464
5kkt	Q13464
5kly	P49773
5klz	P49773
5km1	P49773
5ko1	Q8NB16
5koq	P00797
5kos	P00797
5kpk	P49841
5kr8	P56817
5ksx	P14324
5ktu	Q92793
5ktw	Q92793
5ktx	Q92793
5ku3	O60885
5kup	Q06187
5kx7	Q9NWZ3
5kx8	Q9NWZ3
5kya	P28702,P55055
5kyj	P28702,P55055
5kyk	P01116
5kz0	Q9UM73
5kzi	P11309
5l01	P17752
5l13	P05091
5l2i	Q00534
5l2m	P00352
5l2n	P00352
5l2o	P00352
5l2s	Q00534
5l2t	Q00534
5l2y	P08709
5l2z	P08709
5l30	P08709
5l3a	O60674
5l8c	Q8WQX9
5l8y	Q8WQX9
5l9h	Q8WQX9
5laq	Q07343
5law	Q00987
5lay	Q00987
5laz	Q00987
5lbq	O60341,Q9UKL0
5lck	P28482
5lgn	O60341,Q9UKL0
5lgt	O60341,Q9UKL0
5lgu	O60341,Q9UKL0
5lhg	O60341,Q9UKL0
5lhh	O60341,Q9UKL0
5lhi	O60341,Q9UKL0
5lif	P00800
5lj0	Q6PL18
5lj1	O60885
5lj2	O60885
5ljj	P33981
5ljq	P00918
5ljt	P00918
5lkr	P06276
5ll4	P00918
5ll5	O43570
5ll9	O43570
5lla	Q8N1Q1
5llc	P00918
5lle	P00918
5llg	P00918
5llh	P00918
5lm4	P43003,Q15758
5lma	P43405
5lmb	P43405
5lny	P07900
5lp1	Q13093
5lp6	Q6B856
5lqf	P06493,P14635
5lsy	Q9BYW2
5luu	O60885
5lvq	Q92831
5lvr	Q92831
5lvx	P04062
5lwd	P00800
5lwm	P52333
5lx6	Q53GL7
5lyw	P50579
5lyx	P50579
5lyy	Q13093
5lz4	Q13093
5lz5	Q13093
5lz8	Q13093
5lz9	Q13093
5m2v	P22756
5m39	O60885
5m3a	O60885
5m4k	Q15119
5m5q	Q92905
5m6f	P98170
5m6m	P98170
5m6u	P27986,O00329
5m7m	Q13822
5m7s	O60502
5m7t	O60502
5ma7	P00800
5mae	P07711
5mar	Q8IXJ6
5mat	Q8IXJ6
5mes	P97287,Q07820
5mev	P97287,Q07820
5mg2	P21675
5mgf	Q9UIF8
5mhp	Q13822
5mim	P09958
5mks	P0DMV8
5ml3	O43924
5ml5	Q16539
5mme	Q92793
5mod	P68400
5mpk	Q92793
5mpn	Q92793
5mpz	Q92793
5mqe	Q92793
5mqy	P07711
5msb	O43570
5mt0	P00746
5mt4	P00746
5mtx	Q16539
5mty	Q16539
5mw3	Q8TEK3
5mw4	Q8TEK3
5mwp	Q15788,P08235
5mwy	Q15788,P08235
5mwz	P55201
5myg	P55201
5n0d	P00918
5n0e	P00918
5n1s	P00918
5n1z	P41182
5n20	P41182
5n21	P41182
5n24	P00918
5n2d	Q9NZQ7
5n2f	Q9NZQ7
5n2t	P00800
5n31	P00800
5n3v	P00800
5n49	O95696
5n53	O43175
5n7v	P33981
5n84	P33981
5n93	P33981
5n9n	P68400
5n9r	Q93009
5n9s	P33981
5n9t	Q93009
5nad	P33981
5nar	P00746
5naw	P00746
5nb6	P00746
5nb7	P00746
5nba	P00746
5ndd	P55085,P00720
5nea	P00918
5nee	P00918
5nev	P20248,P24941
5nge	Q93009
5ngf	Q93009
5ngr	P36639
5ngs	P36639
5ngt	P36639
5ngu	P28482
5ngz	Q9NPD8
5nhf	P28482
5nhh	P28482
5nhj	P28482
5nhl	P28482
5nhv	P28482
5nhy	P36639
5nhz	Q9K2N0
5ni7	P51449
5ni8	P51449
5nib	P51449
5nlk	Q92793
5nn0	P06276
5nn5	P10253
5nn6	P10253
5nob	Q9H2K2
5nqe	Q460N5
5nr8	Q13231
5nra	Q13231
5nrf	Q13231
5nsp	Q9H2K2
5ntp	P51449
5ntq	P51449
5ntt	P33981
5nu1	P51449
5nut	Q9H2K2
5nvw	P40337,Q15369,Q15370
5nwz	P22455
5nxi	P00918
5nxp	P00918
5ny3	P00918
5ny6	P00918
5nyh	P07900
5nzo	O43175
5nzq	O43175
5o07	P00918
5o11	P11309
5o1a	P04637
5o1b	P04637
5o1c	P04637
5o1d	P04637
5o1e	P04637
5o1f	P04637
5o1h	P04637
5o1i	P04637
5o2d	Q460N5
5o4s	P55201
5o5a	P55201
5o83	O35904
5oci	P07900
5ody	P17931
5of0	Q04609
5ofw	O43175
5oh2	A4TVL0
5oh4	A4TVL0
5olb	Q9R1E6
5om9	P15085
5one	O14965
5op5	O14757
5op6	Q9NWT6
5op8	Q9NWT6
5oqw	P98170
5osl	P68400
5otr	P68400
5ovr	P54829
5ovx	P54829
5ow1	P54829
5ow8	O15496
5owc	O15496
5owl	P68400
5ox6	Q9GZT9
5oxg	Q04771
5q0d	P03951
5q0e	P03951
5q0f	P03951
5q0g	P03951
5q0h	P03951
5q0j	Q96RI1,Q15788
5q0l	Q96RI1,Q15788
5q0p	Q96RI1,Q15788
5q0u	Q96RI1,Q15788
5q0x	Q96RI1,Q15788
5q0y	Q96RI1,Q15788
5q0z	Q96RI1,Q15788
5q13	Q96RI1,Q15788
5q1b	Q96RI1,Q15788
5q1f	Q96RI1,Q15788
5qax	Q6XEC0
5qb0	Q6XEC0
5qb2	Q6XEC0
5qbv	P25774
5qby	P25774
5qc4	P25774
5qck	P03951
5qcl	P03951
5qcm	P03951
5qcn	P03951
5qim	P36897
5qin	P37173
5std	P56221
5svk	P56373
5svl	P56373
5sxn	P00797
5sy2	P00797
5sym	O75608
5syn	O95372
5sz1	P00918
5sz4	P00918
5sz9	P00797
5t18	Q06187
5t1a	P41597,P00720
5t1t	Q9NWZ3
5t1u	P56817
5t1w	P56817
5t23	P48736
5t2y	Q0P9D1
5t36	O14684
5t37	O14684
5t4b	P27487
5t4e	P27487
5t4f	P27487
5t4h	P27487
5t4u	P55201
5t4v	P55201
5t5g	Q9NQR1
5t68	P43405
5t7s	O00214
5t8e	P10275
5t8j	P10275
5t92	P03372
5t97	P03372
5t9u	P62937
5t9w	P62937
5t9z	P62937
5ta2	P62937
5ta4	P62937
5ta6	P53350
5tb6	Q92793
5tbe	Q16539
5tbm	P27540,Q99814
5tbp	P19793
5tca	P00746
5tcc	P00746
5tco	Q16539
5tdi	P43235
5tex	P11309
5th7	Q9NQR1
5tiu	P43405
5tjx	P03952
5tkb	Q08499
5tkd	P29597
5tks	P03951
5tkt	P03951
5tku	P03951
5tl9	O14684
5tln	P00800
5tnt	P00740
5to8	Q14289
5tob	Q14289
5toe	P11309
5tol	P56817
5toz	P52333
5tpg	P17752
5tq3	O60674
5tq5	O60674
5tq6	O60674
5tq8	O60674
5tqe	P08709
5tqf	P08709
5tqg	P08709
5tr6	P43405
5trf	Q00987
5ttf	Q96KQ7
5ttg	Q9H9B1
5tts	P52333
5ttu	P52333
5ttv	P52333
5ttw	O75530
5tur	P11309
5tus	P23921
5tuy	Q96KQ7
5tuz	Q9H9B1
5tvn	P41595
5two	Q9UBK2,P37231
5tx5	Q13546
5txy	P00918
5ty1	P00918
5tya	P00918
5tyh	Q0P9D1
5tz3	O00408
5tza	O00408
5tzc	O00408
5tzh	O00408
5tzz	O00408
5u00	O00408
5u0f	P00918
5u3b	P47205
5u49	P02766
5u4b	P02766
5u4d	P02766
5u5h	O75530
5u5k	O75530
5u5l	P37231
5u5t	O75530,Q15910
5u62	O75530,Q15910
5u6d	O75530
5u6j	P08709
5u6v	P25440
5u7d	O00408
5u7i	O00408
5u7j	O00408
5u7k	O00408
5u7l	O00408
5u8f	O75530
5ubt	P27986,O00329
5ueu	O60885
5uex	O60885
5uey	O60885
5uez	O60885
5uf0	O60885
5ufi	Q96GG9
5ufo	P51449
5ufp	P27540,Q99814
5ufr	P51449
5ug8	P00533
5ug9	P00533
5uga	P00533
5ugc	P00533
5ugd	P00747
5ugg	P00747
5uhi	P51449
5uiq	Q9NWZ3
5uir	Q9NWZ3
5uis	Q9NWZ3
5uit	Q9NWZ3
5uiu	Q9NWZ3
5uk8	P27986,P42336
5ukj	P27986,P42336
5ukk	P25098,P59768,P62873
5ukl	P25098,P59768,P62873
5ukm	P21146,P59768,P62873
5uln	P00918
5unh	P50052
5uoo	O60885
5uor	Q99683
5uox	Q99683
5up0	Q01064
5up3	Q99683
5uqv	Q93009
5uqx	Q93009
5ur1	P11362
5ur9	Q01469
5ura	O15540
5urj	O75643
5usz	O60674
5ut6	O60674
5uuu	P25098
5uvc	P25098
5uwf	Q9Y233
5uwk	P45452
5uy8	P31939
5uyu	P56817
5uz0	P31939
5uzj	Q13464
5v0n	P56817
5v1b	Q96KS0
5v24	Q99683
5v3o	Q16531,Q96SW2
5v42	I6X8D2
5v5n	O43318,Q15750
5v5y	P30291
5v82	P11309
5v83	Q96GG9,P00720
5v84	Q9BXF3
5v86	Q96GG9,P00720
5v88	Q96GG9,P00720
5v8p	P0DPI0
5v8q	P10275
5v9p	P29375
5var	O75164
5vc3	P30291
5vc4	P30291
5vc5	P30291
5vc6	P30291
5vcv	Q99640
5vcw	Q99640
5vcx	Q99640
5vcy	Q99640
5vd0	Q99640
5vd1	Q99640
5vdk	P0C1S8
5vfc	P61964
5vfd	Q8RLA6
5vgi	O75164
5vgo	Q06187
5vi6	Q9BY41
5vil	Q99683
5vio	Q99683
5vkc	Q07820
5vkm	P20273
5vlr	P27986,O00329
5vnd	P11362
5vo1	Q12852
5vo2	Q12852
5vo6	P52333
5vom	O60885
5vp0	O00408
5vpm	P00797
5vrp	P00797
5vs6	Q93009
5vsb	Q93009
5vsc	Q96KQ7
5vse	Q96KQ7
5vsf	Q9H9B1
5vyy	P07900
5w0e	Q92793
5w0f	Q92793
5w0l	Q92793
5w0q	Q92793
5w4r	P51449
5w4v	P51449
5w4w	P48730
5w5j	O43353
5w5o	O43353
5w6e	Q01064
5w84	Q9NWZ3
5w85	Q9NWZ3
5w86	P52333
5w8h	P00338
5w8i	P00338
5w8j	P00338
5w8v	P00492
5wa8	P49773
5wa9	P49773
5wal	P29597
5wb6	P03951
5wbm	P50053
5wbo	P50053
5wbq	P50053
5wbr	P50053
5wbz	P50053
5wf5	P29274,P00720
5wf6	P29274,P00720
5wfj	P52333
5wg5	P25098
5wg6	O75530,Q15022,Q15910
5whc	Q93009
5wi0	P43490
5wj6	O94925
5wlt	P00918
5wlv	P00918
5wo4	P23458
5wqa	Q08499
5wr7	P04629
5ws3	O43614
5wuk	O75530,Q15910
5wuu	O60885
5wzv	Q9NZK7
5wzw	Q9NZK7
5x26	P00533
5x27	P00533
5x28	P00533
5x4n	P41182
5x4q	P41182
5x72	O43924
5x73	O43924
5x74	O43924
5x8i	P49759
5x9o	P41182
5xkm	O00408
5xmx	Q03181
5xqx	P24863,P49336
5xs2	P24863,P49336
5xsr	P09874
5xst	P09874
5xsu	P09874
5xv7	Q96SB4
5xva	O96013
5xvf	O96013
5xvg	O96013
5xyx	Q16539
5xyy	Q16539
5xyz	Q06187
5y0f	P15090
5y0g	P15090
5y0x	P15090
5y12	P15090
5y13	P15090
5y1y	O60885
5y2f	Q8N6T7
5y3n	Q12931
5y3o	Q12931
5y5n	Q8IXJ6
5y7z	O14976
5y80	O14976
5y86	O43781
5y9l	P49862
5ya5	P08581
5yc8	P08172
5ye7	Q13093
5ye8	Q13093
5ye9	Q13093
5yea	Q13093
5yjb	O60341,Q9UKL0
5yjf	P40261
5yjm	P23946
5yjp	P23946
5ylt	Q8WTS6
5ylv	P18434,P19156
5yp5	P51449
5yp6	Q15788,P51449
5yql	Q8IXJ6
5yqn	Q8IXJ6
5yqo	Q8IXJ6
5yu9	P00533
5yve	P56373
5ywx	O60760
5za1	P51449
5za7	P00749
5za8	P00749
5za9	P00749
5zaf	P00749
5zag	P00749
5zah	P00749
5zaj	P00749
5zeq	P09955
5zfi	Q91VE3
5zk3	P08172
5zk8	P08172
5zkb	P08172
5zo7	P52732
5zo8	P52732
5zo9	P52732
5zun	Q99685
5zz2	O76074
5zz4	Q06187
6aah	P23458
6aaj	O60674
6aak	P52333
6aam	P29597
6acb	O76074
6afr	O60885
6an1	P37231
6anl	Q16539
6aol	P41148
6apr	P06026
6aqf	P29274
6ary	Q869C3
6aud	P48736
6aum	P34913
6awn	P31645
6awo	P31645
6axq	Q92793
6ay3	Q92793
6ay5	Q92793
6ayd	P11309
6b0y	P01116
6b16	Q13153
6b1c	P14174
6b1k	P14174
6b1o	P27487
6b2c	P14174
6b2p	P9WI81
6b2q	P9WI83
6b30	P51449
6b31	P51449
6b41	O00255
6b4d	P00918
6b4l	Q07820
6b4u	Q07820
6b4w	P33981
6b59	P00918
6b5a	P00918
6b5j	Q59H18
6b5q	Q96GG9
6b7h	Q14832
6b8j	P49841
6b8u	P15056
6b8y	P36897
6b96	O00408
6b97	O00408
6baw	P41148
6bbu	P23458
6bbv	O60674
6bc9	P00918
6bfd	P56817
6bfe	P56817
6bfw	P56817
6bg3	Q96GG9,P00720
6bg5	Q96GG9,P00720
6bgw	P29375
6bgx	P29375
6bgy	P29375
6bh2	P29375
6bhv	P09874
6bkx	O75874
6bky	O75874
6bl1	O75874
6bl2	O75874
6bny	Q9UHD2
6boe	Q9UHD2
6boy	Q16531,Q96SW2,O60885
6bqg	P28335
6bqh	P28335
6br2	P51449
6br3	P51449
6bsk	P11309
6bsl	P13497
6bsm	P13497
6bw2	Q07820
6bw8	Q07820
6c0s	P03951
6c1s	P48736
6c2y	P25098
6c3e	Q13546
6c4d	Q13546
6c5q	P37231
6c5t	P37231
6c7e	O00408
6c7f	O00408
6c7g	O00408
6c7i	O00408
6c7j	O00408
6c7q	O60885
6c7r	O60885
6c7w	P00918
6c7x	P00918
6c91	P41148
6cb5	P14174
6cbg	P14174
6cbh	P14174
6ccy	Q16513,P31749
6ce8	Q9UBN7
6cec	Q9UBN7
6ced	Q9UBN7
6cee	Q9UBN7
6cef	Q9UBN7
6ceh	P00918
6chh	P40261
6cis	O60885
6ciy	O60885
6cj1	O60885
6cjh	Q9HBH9
6ck3	Q9HBH9
6ck6	Q9HBH9
6ckc	O14744,Q9BQA1
6cki	Q9HBH9
6ckr	O60885
6cks	O60885
6ckx	O75909,Q9NYV4
6cmj	Q96RR4
6cmr	Q06124
6cn5	P51449
6cn6	P51449
6cq4	Q9UHD2
6cz3	Q13882
6czu	O60885
6d1l	P00918
6d1m	P00918
6d55	Q07889,P01112
6d56	Q07889,P01112
6d5e	Q07889,P01112
6d5g	Q07889,P01112
6d5h	Q07889,P01112
6d5j	Q07889,P01112
6d6t	P14867,P18507,P47870
6d6u	P14867,P18507,P47870
6da4	P52333
6dar	P61964
6das	P61964
6db3	P52333
6db4	P52333
6di1	Q06187
6dk1	Q99720
6dkb	P04629
6dkg	P04629
6dki	P04629
6dm8	P97287,P0AEX9
6dq4	P29375
6dq5	P29375
6dqb	P29375
6drx	P41595
6dry	P41595
6dud	P52333
6e4a	O60885
6e59	P25103
6e9w	Q13464
6ed6	O75116
6eea	P00918
6eeh	P00918
6eeo	P00918
6eif	Q13627
6eij	Q13627
6eip	Q13627
6eiq	Q13627
6eis	Q13627
6ej3	P56817
6ej4	Q13627
6ek3	Q460N3
6ekd	P53779
6ekn	P39900
6ekq	P55201
6eln	P07900
6elo	P07900
6elp	P07900
6en4	O75533,Q15393
6en5	P12821
6en6	P12821
6enm	P39900
6eog	P17931
6eox	P39900
6epa	Q9VWX8
6eqm	P56817
6eqp	P06276
6eqv	P09958
6eqw	P09958
6es0	O43353
6esm	P14780
6esn	P51449
6etj	Q16875
6eum	P04190
6ev0	P22262
6evr	P00915
6ew6	P41182
6ewe	P04190
6ex1	P00915
6exm	P22262
6ey8	P07900
6ey9	P07900
6eyb	P07900
6f1x	P36639
6f20	P36639
6f22	P36639
6f23	P36639
6f28	P42264
6f29	P42264
6f3b	P00915
6f3d	Q9NWZ3
6f3e	Q9NWZ3
6f3g	Q9NWZ3
6f3i	Q9NWZ3
6f5h	Q93009
6f5u	Q05320
6f6i	Q05320
6f6n	Q05320
6f6r	P29466
6f6u	Q08499
6f7q	P06276
6f8u	Q08499
6f92	Q8A0Q6
6f9u	P12821
6f9v	P12821
6faf	P00915
6fe0	Q16790
6fgy	P56817
6fmc	O14786
6fmf	O14786
6fmj	P40337,Q15369,Q15370
6fmk	P40337,Q15369,Q15370
6fo5	O60885
6fqo	Q92793
6fqu	Q92793
6fs0	Q07820
6fs1	Q07820
6fse	P21836
6ftz	P00746
6fug	P00746
6fuh	P00746
6fui	P00746
6fuj	P00746
6fut	P00746
6fyk	P49760
6fyl	P49760
6fyp	P49761
6fyz	P56524
6fzu	P51449
6g07	P51449
6g0w	Q460N5
6g2l	Q9NPB1
6g2n	Q8TCD5
6g3o	Q92769
6g5j	O15496
6g6w	O00329
6g7f	P22141,P23724,P25043,P30656,P38624
6g8m	P22141,P23724,P25043,P30656,P38624
6g8n	P22141,P23724,P25043,P30656,P38624
6g91	P28482
6g92	P28482
6g97	P28482
6g98	Q16790
6g9b	Q05320
6g9h	P28482
6g9i	Q05320
6g9j	P28482
6g9k	P28482
6g9m	P28482
6g9n	P28482
6gbx	Q16769
6gdg	P59768,P62873,P63092,P29274
6ggn	Q00987
6gin	Q04771
6gjm	P62937
6gl3	Q9UBF8
6gl8	P10415
6gl9	P52333
6gla	P52333
6glb	P52333
6gmq	P40337,Q15369,Q15370
6gmx	P40337,Q15369,Q15370
6got	P00918
6gu2	P06493,P14635
6gu3	P06493,P14635
6gu4	P06493,P14635
6gub	P30274,P24941
6gue	P30274,P24941
6guf	P30274,P24941
6guh	P24941
6guk	P24941
6gwr	Q08345
6gx3	A5H660
6gy1	P22734
6h1h	O00625
6h1i	O00625
6h2z	P00918
6h33	P00918
6h34	P00918
6h36	P43166
6h37	P43166
6h38	P43166
6h3k	P33981
6h5w	P12821
6h5x	P12821
6h7y	Q04609
6hdn	Q6PL18
6hdo	Q6PL18
6hdq	O60885
6hjj	O14965
6hjk	O14965
6hkj	Q04609
6hkz	Q04609
6hm6	P43405
6hm7	P43405
6hmx	O43353
6hpw	Q03111
6hqy	A5H660
6hrq	A5H660
6hsh	A5H660
6hsk	Q9BY41
6hsz	A5H660
6ht1	Q03111
6htg	A5H660
6hth	A5H660
6hti	A5H660
6htz	A5H660
6hu0	A5H660
6hu3	A5H660
6hvh	Q16875
6hvi	Q16875
6i3s	Q00987
6iik	P54578
6m9t	P43115,P00720
6ma5	O15294
6mrg	P97612
6mx8	Q9UM73
6nao	Q8N884
7std	P56221
830c	P45452
966c	P03956
